instance_id,selected_instance_id,model,agent,strategy,run_role,selection_reason,source_record,main_source_records,retry_source_records,patch_generated,apply_status,patch_path,patch_hash,total_tokens,prompt_tokens,completion_tokens,elapsed_seconds,model_elapsed_seconds,finish_reason,response_chars,reasoning_chars,parent_sha,commit_id,bug_category,source_files,modified_func_names,bug_reveal_tests
3cd69350edded21849f0b3724edc1fb87df563b3,pytorch_single_full_0042_unflatten_3cd69350edde,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,False,acr_original_patched_failed,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0042_unflatten_3cd69350edde/agent_runs/autocoderover-repair-only-v4pro-acrpatch-10000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6524,1673,4851,172.269,166.739,stop,640,22050,7b806a8cb1eb927e4db468e4c19b192a85a0d5d9,3cd69350edded21849f0b3724edc1fb87df563b3,API,torch/export/unflatten.py,class:_ModuleFrame,test/export/test_unflatten.py::test_unflatten_none
3d2e7dee7aa4f7c1e2d1e68b5e7e1c4db1071a86,pytorch_single_full_0110_lowering_3d2e7dee7aa4,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,False,acr_original_patched_failed,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0110_lowering_3d2e7dee7aa4/agent_runs/autocoderover-repair-only-v4pro-acrpatch-10000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8719,1042,7677,249.768,248.072,stop,376,31769,6335ad7d46f813eab95b7f43549e69a9cda316af,3d2e7dee7aa4f7c1e2d1e68b5e7e1c4db1071a86,Numeric,torch/_inductor/lowering.py,other:fallback_pow_tensor_scalar = fallback_handler(,test/inductor/test_cpu_repro.py::test_special_float_pow
3d914970b69a4d951a5d7dcabd97d50fa3dd0c00,pytorch_single_full_0112_user_defined_3d914970b69a,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,False,acr_original_patched_failed,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0112_user_defined_3d914970b69a/agent_runs/autocoderover-repair-only-v4pro-acrpatch-10000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6255,802,5453,185.682,184.192,stop,1200,23073,4ef9b52b5297bf4274d37942198a4fa8a0ea66fc,3d914970b69a4d951a5d7dcabd97d50fa3dd0c00,API,torch/_dynamo/variables/user_defined.py,class:MutableMappingVariable,test/dynamo/test_functions.py::test_mutable_mapping_property_setter_nested
3daef4d128879d1f6bad55d33d0396e94f19981b,pytorch_single_full_0060_nn_module_3daef4d12887,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0060_nn_module_3daef4d12887/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,97d7f55add23dc363543b2dc2280df6d69ddf8dd2b36433f14d69c4239397d0b,4865,2340,2525,91.856,90.048,stop,579,10283,cb4b29b754bb76fed5464fb51413bf9c023e124f,3daef4d128879d1f6bad55d33d0396e94f19981b,API,torch/_dynamo/variables/nn_module.py,class:UnspecializedNNModuleVariable,test/dynamo/test_modules.py::test_trace_delattr
3e5e8590f4335f275a74c923cdff1d5eb16eea0d,pytorch_single_full_0153_fake_tensor_3e5e8590f433,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0153_fake_tensor_3e5e8590f433/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,2727a55586717f46b226fe639a0a076ed8133e79147b665fc409e9d1790a6032,5219,2489,2730,98.639,95.78,stop,886,10749,8bfc87ce74645b3185fc3564c55d7bc8fafeb2b4,3e5e8590f4335f275a74c923cdff1d5eb16eea0d,Logic,torch/_subclasses/fake_tensor.py,class:FakeTensorMode,test/test_fake_tensor.py::test_inference_mode
3f23ad5bce75539a23e8d462b4339e75a6171095,pytorch_single_full_0038__jit_internal_3f23ad5bce75,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0038__jit_internal_3f23ad5bce75/agent_runs/autocoderover-repair-only-v4pro-acrpatch-10000-retry-nopatch/patch.diff,59e7fffb125af9cc6d4d2d4e6391d643379763ac2a6f8afc011259f82f3585ff,1754,723,1031,44.85,41.348,stop,616,3609,1321f2bfe6a100cb327e20a9d285bd51b650231a,3f23ad5bce75539a23e8d462b4339e75a6171095,API,torch/_jit_internal.py,def:_copy_to_script_wrapper,test/jit/test_tracer.py::test_trace_with_conditional_property
41bb1539d3c8e89f5a7421334f55371e32ca2ea4,pytorch_single_full_0174_serialization_41bb1539d3c8,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0174_serialization_41bb1539d3c8/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,93bde413ce502014ad5b4eeabf1d6c6dc6eb5bce6a6d802765dfaef22a84e963,2262,1298,964,35.116,32.105,stop,343,3251,fc813df1200b530d246eacc710781241c5a9dedf,41bb1539d3c8e89f5a7421334f55371e32ca2ea4,API,torch/serialization.py,def:get_unsafe_globals_in_checkpoint,test/test_serialization.py::test_get_unsafe_globals_in_checkpoint
466c167b71e6021f8eadcfbae1d9156a375663ce,pytorch_single_full_0088_graph_466c167b71e6,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,False,acr_original_patched_failed,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0088_graph_466c167b71e6/agent_runs/autocoderover-repair-only-v4pro-acrpatch-10000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7144,1801,5343,184.76,182.138,stop,407,22536,14495ce28876e6c19733d32e07f913dba6b55771,466c167b71e6021f8eadcfbae1d9156a375663ce,Logic,torch/fx/graph.py,class:CodeGen,test/test_fx.py::test_delete_unused_values
467235027c6836c6df8b60594b1882ecabf0cfd5,pytorch_single_full_0104_fake_impls_467235027c68,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0104_fake_impls_467235027c68/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,df612085ec88fb22b56c138d80b0cdc928079e01d27fbc22e6fbe5b8b5928942,1485,732,753,29.203,28.51,stop,318,2475,462579af1144428e0544e047d5457408a9bb3ab1,467235027c6836c6df8b60594b1882ecabf0cfd5,API,torch/_subclasses/fake_impls.py,def:has_meta,test/dynamo/test_repros.py::test_amp_foreach_fake_impl
47d6feff7cabe58e4655ab9b774e0d9618060edc,pytorch_single_full_0180_unflatten_47d6feff7cab,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0180_unflatten_47d6feff7cab/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,fe433245e173c31c7fa9c9b582afd10b526399df3c386b330f4e0999e01fd81b,3772,1734,2038,71.089,68.126,stop,331,8000,6ef1cbc191077a2434be8297ba91a1bc8c4aa4f4,47d6feff7cabe58e4655ab9b774e0d9618060edc,API,torch/export/unflatten.py,def:_sink_params,test/export/test_unflatten.py::test_unflatten_empty_branch
48e7b62d3abda4a3eac2f538c9f35e56093c4ece,pytorch_single_full_0173_trace_rules_48e7b62d3abd,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,False,acr_original_patched_failed,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0173_trace_rules_48e7b62d3abd/agent_runs/autocoderover-repair-only-v4pro-acrpatch-10000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,4517,1115,3402,123.131,119.731,stop,392,13297,e99a2a2dba90c9b6276219104bc99aff2f67e2f7,48e7b62d3abda4a3eac2f538c9f35e56093c4ece,API,torch/_dynamo/trace_rules.py,"other:manual_torch_name_rule_map: dict[str, Any] = {",test/dynamo/test_export.py::test_immutable_list_dict
48fe4ff2479d704e67f274969aa18bcccbe7a8dd,pytorch_single_full_0170_decompositions_48fe4ff2479d,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0170_decompositions_48fe4ff2479d/agent_runs/autocoderover-repair-only-v4pro-acrpatch-10000-retry-nopatch/patch.diff,0d5cf644c986002d1a6a7871fc959912dcac6e9c473acf47b23b11b7a392c4db,6488,2478,4010,137.855,133.591,stop,6070,8456,f55c5d085e051439db4df4b95c5b28eb3782d3ae,48fe4ff2479d704e67f274969aa18bcccbe7a8dd,Shape,torch/_decomp/decompositions.py,def:scaled_dot_product_flash_attention_for_cpu,test/export/test_export.py::test_sdpa_gqa
4cd06dc82c4c4eaf6306d1196ac7d42ad03798ac,pytorch_single_full_0145__package_weights_4cd06dc82c4c,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0145__package_weights_4cd06dc82c4c/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,9f6b1f94e6e55df51e2810d44b6a307c315207c9309b4aaae2458bfe650d7c99,3002,701,2301,78.617,76.105,stop,724,9138,41936f4cf6ff93b70d81f6a23811d43a0647f1e1,4cd06dc82c4c4eaf6306d1196ac7d42ad03798ac,Type,torch/export/pt2_archive/_package_weights.py,def:group_weights,test/export/test_serialize.py::test_save_load_with_multiple_empty_tensors
4e355946749cca9e9032663db3270a5e36a4309e,pytorch_single_full_0121_splitter_base_4e355946749c,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0121_splitter_base_4e355946749c/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,8c105ae9b1f17a2bcde90b90b21dad4393e69d56406fb83f654ec42852b7d37a,5006,2455,2551,88.758,86.084,stop,553,10262,35d7b321597ed00245aad533a8fa6b7fdadd73ea,4e355946749cca9e9032663db3270a5e36a4309e,Logic,torch/fx/passes/splitter_base.py,class:_SplitterBase,test/fx/test_fx_split.py::test_dataclass_as_graph_entry
4e43a0b22159fe0a0eedbce67950cd08ce463587,pytorch_single_full_0001_joint_graph_4e43a0b22159,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0001_joint_graph_4e43a0b22159/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,479b51117bc71ae2d7ca9de11d9e74f03ac7277759feaa868dbe00e2a9283353,3610,2426,1184,46.876,43.643,stop,248,4267,41f2dc827974860cc2a9b18e64af2bd7e40eca15,4e43a0b22159fe0a0eedbce67950cd08ce463587,Shape,torch/_inductor/fx_passes/joint_graph.py,class:UniformValueConstantFolder,test/inductor/test_torchinductor.py::test_complex_zero_dim_scalar;test/inductor/test_torchinductor.py::test_view_dtype_0d_smaller_to_larger_element_size
4ee003abdfee3eef701735d6835db0e7b9f8ec61,pytorch_single_full_0014_lowering_4ee003abdfee,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0014_lowering_4ee003abdfee/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,80442bad24cf634517e7a1609740856d665bc9e271402d614ebad19f92f3c6b8,3180,1158,2022,74.735,69.895,stop,469,7390,a288b95d4e5ceed327c5bdb9696331aa87688d60,4ee003abdfee3eef701735d6835db0e7b9f8ec61,Logic,torch/_inductor/lowering.py,def:repeat,test/inductor/test_torchinductor.py::test_repeat_as_strided
4f45a052ade1a20d300016ef5a001bff6c908ec2,pytorch_single_full_0050_solve_4f45a052ade1,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0050_solve_4f45a052ade1/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,57ff000415ab43192ca13d4b79b0d34e7029784e2d626aa8f77c194f88d7aa2d,3770,1524,2246,85.658,83.248,stop,628,8482,09cf163ae307a8aa714392b232fb8166cd2cc197,4f45a052ade1a20d300016ef5a001bff6c908ec2,Numeric,torch/utils/_sympy/solve.py,def:_try_isolate_lhs,test/dynamo/test_misc.py::test_dynamic_shapes_as_strided
50d17fdf3f59cbe803ef95c0b1a4a91ff1c8b9aa,pytorch_single_full_0096_builder_50d17fdf3f59,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0096_builder_50d17fdf3f59/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,5f796e02437814f8c4700ae95d55e6aa177ee806717b0c990562afb2439ae2a6,4527,2361,2166,76.227,73.379,stop,392,9299,65535a33536cddb5fab54392185bb4c5dda2e6ff,50d17fdf3f59cbe803ef95c0b1a4a91ff1c8b9aa,API,torch/_dynamo/variables/builder.py,class:SourcelessBuilder,test/dynamo/test_misc.py::test_sourceless_inspect_parameter
5314a6fe82f7905e1617de93f08de99df26678dd,pytorch_single_full_0159_serialize_5314a6fe82f7,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,False,acr_original_patched_failed,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0159_serialize_5314a6fe82f7/agent_runs/autocoderover-repair-only-v4pro-acrpatch-10000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7812,1787,6025,219.558,218.21,stop,661,24697,a72b4eb80604f5f7997c7695cc8a63ca3f3c8ff1,5314a6fe82f7905e1617de93f08de99df26678dd,API,torch/_export/serde/serialize.py,class:GraphModuleDeserializer,test/export/test_serialize.py::test_none_input
53acdb66f7ed31919cf69cf62e6ee0f13287be7e,pytorch_single_full_0127_wrappers_53acdb66f7ed,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,,,,,,,,0.99,,,,,24f217ee641f0ee5b57aa550ca87c9dd02db42ed,53acdb66f7ed31919cf69cf62e6ee0f13287be7e,Type,torch/_prims_common/wrappers.py,class:elementwise_type_promotion_wrapper,test/inductor/test_cpu_repro.py::test_aten_normal_dtype
543d50db2bff4c1e19936bf652b6cbae9c0b8c7d,pytorch_single_full_0152__unlift_543d50db2bff,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0152__unlift_543d50db2bff/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,9a747dea3040fa14c0362b6114e7c8f0d2277e358334d23a67394456d321e4bd,3378,1046,2332,83.729,82.707,stop,2627,7170,7dd5f7b1256169595c3fc7afc2598437189a7507,543d50db2bff4c1e19936bf652b6cbae9c0b8c7d,Logic,torch/export/_unlift.py,def:eq_spec,test/export/test_export.py::test_export_with_dict_input_nested_in_args
5590a0692c8e5d6879da6c52b3a038a9a4b8cd67,pytorch_single_full_0085_printers_5590a0692c8e,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0085_printers_5590a0692c8e/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,3ce7c21fd3ff95c0131bdc50bdf08879323093c4fe7c56818e5ad64d4fc14926,5199,3191,2008,66.546,64.369,stop,1792,5365,44ed0c9fbbed50dfe8a34a1685febaec021462e2,5590a0692c8e5d6879da6c52b3a038a9a4b8cd67,Type,torch/utils/_sympy/printers.py,class:CppPrinter,test/inductor/test_indexing.py::test_print_Min_Max
56893ca1f6761912e7d3147aecaf4394353e8950,pytorch_single_full_0124___init___56893ca1f676,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0124___init___56893ca1f676/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,10aea425197d0f0cf7a5fc770f74e6087fa759166af28f5acb9f5eb0311a3e32,3706,794,2912,100.642,98.138,stop,1385,10810,af8c232b75ae21425a8d312881eb88291a4b47c2,56893ca1f6761912e7d3147aecaf4394353e8950,API,torch/_refs/__init__.py,def:clamp_max,test/export/test_export.py::test_where_decomp
58310a0043b96f4d94838305c4c7cc7880a4fe82,pytorch_single_full_0082_standalone_compile_58310a0043b9,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0082_standalone_compile_58310a0043b9/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,1c8fcd7e9fea3c0cc476ed5da63150ddcbd8ca6e8b9fd91a8fae7a8f80a865e2,2521,1808,713,30.455,27.86,stop,284,2494,ac715e96b49de98bd9e50fa627628776ffb75bce,58310a0043b96f4d94838305c4c7cc7880a4fe82,Logic,torch/_inductor/standalone_compile.py,class:CompiledArtifact,test/inductor/test_codecache.py::test_basic
587aec2b4fb903c23c5c913303ccce44323c71a8,pytorch_single_full_0156_user_defined_587aec2b4fb9,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,False,acr_original_patched_failed,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0156_user_defined_587aec2b4fb9/agent_runs/autocoderover-repair-only-v4pro-acrpatch-10000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,11879,1879,10000,411.567,407.674,length,1399,43242,7b1a2373e87f5a2a3582cb4e37e47a7c544edf7a,587aec2b4fb903c23c5c913303ccce44323c71a8,Logic,torch/_dynamo/variables/user_defined.py,class:UserDefinedObjectVariable,test/dynamo/test_modules.py::test_patch_module
58f9a3dd6391397e439c5f5075837e8f983735aa,pytorch_single_full_0113_api_58f9a3dd6391,deepseek,autocoderover,original-patched-known-location,main,main_selected_validated_first,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,True,acr_original_patched_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0113_api_58f9a3dd6391/agent_runs/autocoderover-repair-only-v4pro-acrpatch-3000/patch.diff,5c6b74409fb626e221aadebf1cb0bb7f7bfa2aa30d092e804154bbc922933ce4,2624,1647,977,35.423,33.191,stop,970,3286,a391fa1c42dd32e32a2e5b1cb196bac56daaca88,58f9a3dd6391397e439c5f5075837e8f983735aa,API,torch/distributed/launcher/api.py,class:LaunchConfig,test/test_numa_binding.py::test_nproc_must_equal_cuda_device_count_to_use_default_numa_options
5caccbe39e912281bff7cd372c7376fdca56905f,pytorch_single_full_0010_package_exporter_5caccbe39e91,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_3000_run_records.jsonl,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch_run_records.jsonl,False,acr_original_patched_failed,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0010_package_exporter_5caccbe39e91/agent_runs/autocoderover-repair-only-v4pro-acrpatch-10000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7542,1613,5929,203.806,200.874,stop,1036,25926,703f24397b0dad4bbde9e095925bcb63465eb27a,5caccbe39e912281bff7cd372c7376fdca56905f,API,torch/package/package_exporter.py,class:PackageExporter,test/package/test_dependency_api.py::test_invalid_import
