dataset,instance_id,commit_id,parent_sha,bug_category,model,agent,strategy,run_role,method,source_files,modified_func_names,bug_reveal_tests,patch_path,test_status,bug_fix_verdict,confirmed_bug_fix_for_rate,review_confidence,review_reason,risk_signals,patch_files,gold_files,add_jaccard,add_seq_ratio,remove_jaccard,remove_seq_ratio,patch_changed_lines,gold_changed_lines,elapsed_seconds,total_tokens,prompt_tokens,completion_tokens,author_review_note,bug_fix_evidence
multi,pytorch_multi_full_0061_codecache_c3ee07c71cef,c3ee07c71cef9f085577c5e53dfe5faf8f2b3b4e,b30d0916d9c53ebd5defbcbebeadd1f0f40e8519,API,gpt,agentless,search-replace-known-location-editregion,main,gpt_agentless_main_agentless_openai_gpt4o_searchreplace_10000_remaining_from11_editregion,torch/_inductor/codecache.py;torch/_inductor/codegen/cpp_wrapper_cpu.py,def:CppWrapperCpu.write_header;def:get_include_and_linking_paths,test/inductor/test_torchinductor.py::test_profiler_mark_wrapper_call,data/multi_func_160/patches/pytorch_multi_full_0061_codecache_c3ee07c71cef/gpt__agentless__main__search-replace-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,,torch/_inductor/codegen/cpp_wrapper_cpu.py,torch/_inductor/codecache.py;torch/_inductor/codegen/cpp_wrapper_cpu.py,0.000,0.000,1.000,1.000,0,7,18.34,973,923,50,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/cpp_wrapper_cpu.py']; gold_files=['torch/_inductor/codecache.py', 'torch/_inductor/codegen/cpp_wrapper_cpu.py']; add_seq=0.000; rem_seq=1.000; add_jaccard=0.000; rem_jaccard=1.000; patch_lines=0; gold_lines=7; risks=[]"
multi,pytorch_multi_full_0061_codecache_c3ee07c71cef,c3ee07c71cef9f085577c5e53dfe5faf8f2b3b4e,b30d0916d9c53ebd5defbcbebeadd1f0f40e8519,API,gpt,aider,search-replace-short-known-location-editregion,main,gpt_aider_main_aider_openai_gpt4o_searchreplace_short_10000_remaining_from11_editregion,torch/_inductor/codecache.py;torch/_inductor/codegen/cpp_wrapper_cpu.py,def:CppWrapperCpu.write_header;def:get_include_and_linking_paths,test/inductor/test_torchinductor.py::test_profiler_mark_wrapper_call,data/multi_func_160/patches/pytorch_multi_full_0061_codecache_c3ee07c71cef/gpt__aider__main__search-replace-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,,torch/_inductor/codegen/cpp_wrapper_cpu.py,torch/_inductor/codecache.py;torch/_inductor/codegen/cpp_wrapper_cpu.py,0.000,0.000,1.000,1.000,0,7,18.202,896,846,50,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/cpp_wrapper_cpu.py']; gold_files=['torch/_inductor/codecache.py', 'torch/_inductor/codegen/cpp_wrapper_cpu.py']; add_seq=0.000; rem_seq=1.000; add_jaccard=0.000; rem_jaccard=1.000; patch_lines=0; gold_lines=7; risks=[]"
multi,pytorch_multi_full_0061_codecache_c3ee07c71cef,c3ee07c71cef9f085577c5e53dfe5faf8f2b3b4e,b30d0916d9c53ebd5defbcbebeadd1f0f40e8519,API,gpt,autocoderover,original-patched-short-known-location-editregion,main,gpt_autocoderover_main_autocoderover_openai_gpt4o_acrpatch_short_10000_remaining_from11_editregion,torch/_inductor/codecache.py;torch/_inductor/codegen/cpp_wrapper_cpu.py,def:CppWrapperCpu.write_header;def:get_include_and_linking_paths,test/inductor/test_torchinductor.py::test_profiler_mark_wrapper_call,data/multi_func_160/patches/pytorch_multi_full_0061_codecache_c3ee07c71cef/gpt__autocoderover__main__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,,torch/_inductor/codegen/cpp_wrapper_cpu.py,torch/_inductor/codecache.py;torch/_inductor/codegen/cpp_wrapper_cpu.py,0.000,0.000,1.000,1.000,0,7,18.387,924,857,67,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/cpp_wrapper_cpu.py']; gold_files=['torch/_inductor/codecache.py', 'torch/_inductor/codegen/cpp_wrapper_cpu.py']; add_seq=0.000; rem_seq=1.000; add_jaccard=0.000; rem_jaccard=1.000; patch_lines=0; gold_lines=7; risks=[]"
multi,pytorch_multi_full_0061_codecache_c3ee07c71cef,c3ee07c71cef9f085577c5e53dfe5faf8f2b3b4e,b30d0916d9c53ebd5defbcbebeadd1f0f40e8519,API,gpt,swe,tool-call-short-known-location-editregion,main,gpt_swe_main_swe_openai_gpt4o_toolcall_short_10000_remaining_from11_editregion,torch/_inductor/codecache.py;torch/_inductor/codegen/cpp_wrapper_cpu.py,def:CppWrapperCpu.write_header;def:get_include_and_linking_paths,test/inductor/test_torchinductor.py::test_profiler_mark_wrapper_call,data/multi_func_160/patches/pytorch_multi_full_0061_codecache_c3ee07c71cef/gpt__swe__main__tool-call-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,,torch/_inductor/codegen/cpp_wrapper_cpu.py,torch/_inductor/codecache.py;torch/_inductor/codegen/cpp_wrapper_cpu.py,0.000,0.000,1.000,1.000,0,7,18.627,914,842,72,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/cpp_wrapper_cpu.py']; gold_files=['torch/_inductor/codecache.py', 'torch/_inductor/codegen/cpp_wrapper_cpu.py']; add_seq=0.000; rem_seq=1.000; add_jaccard=0.000; rem_jaccard=1.000; patch_lines=0; gold_lines=7; risks=[]"
multi,pytorch_multi_full_0053_triton_bf8a5a11bebe,bf8a5a11bebe4e7a328b6add83b4e4708217cefc,f208795182a22ebaef84a284750669fa372157cb,Logic,deepseek,swe,tool-call-short-known-location-editregion,no_patch_retry_fill,deepseek_swe_no_patch_retry_fill_swe_toolcall_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,def:BlockPtrOptions.has_rmask;def:IndentedBuffer.__repr__;def:IndexingOptions.has_rmask;def:TritonCSEVariable.__repr__;def:TritonKernel.load,test/inductor/test_torchinductor.py::test_misaligned_address_issue1;test/inductor/test_torchinductor.py::test_tmp_not_defined_issue3,data/multi_func_160/patches/pytorch_multi_full_0053_triton_bf8a5a11bebe/deepseek__swe__no_patch_retry_fill__tool-call-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_inductor/codegen/triton.py,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,0.125,0.166,0.000,0.000,2,10,26.01,6628,1941,4687,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/triton.py', 'torch/_inductor/utils.py']; add_seq=0.166; rem_seq=0.000; add_jaccard=0.125; rem_jaccard=0.000; patch_lines=2; gold_lines=10; risks=[]"
multi,pytorch_multi_full_0056_triton_bf8a5a11bebe,bf8a5a11bebe4e7a328b6add83b4e4708217cefc,f208795182a22ebaef84a284750669fa372157cb,Logic,deepseek,autocoderover,original-patched-short-known-location-editregion,no_patch_retry_fill,deepseek_autocoderover_no_patch_retry_fill_autocoderover_acrpatch_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,def:BlockPtrOptions.has_rmask;def:IndentedBuffer.__repr__;def:IndexingOptions.has_rmask;def:TritonCSEVariable.__repr__;def:TritonKernel.load,test/inductor/test_torchinductor.py::test_misaligned_address_issue1;test/inductor/test_torchinductor.py::test_tmp_not_defined_issue3,data/multi_func_160/patches/pytorch_multi_full_0056_triton_bf8a5a11bebe/deepseek__autocoderover__no_patch_retry_fill__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_inductor/codegen/triton.py,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,0.250,0.414,0.000,0.000,4,10,18.059,10467,1950,8517,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/triton.py', 'torch/_inductor/utils.py']; add_seq=0.414; rem_seq=0.000; add_jaccard=0.250; rem_jaccard=0.000; patch_lines=4; gold_lines=10; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0067_triton_bf8a5a11bebe,bf8a5a11bebe4e7a328b6add83b4e4708217cefc,f208795182a22ebaef84a284750669fa372157cb,Logic,gpt,agentless,search-replace-known-location-editregion,main,gpt_agentless_main_agentless_openai_gpt4o_searchreplace_10000_remaining_from11_editregion,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,def:BlockPtrOptions.has_rmask;def:IndentedBuffer.__repr__;def:IndexingOptions.has_rmask;def:TritonCSEVariable.__repr__;def:TritonKernel.load,test/inductor/test_torchinductor.py::test_misaligned_address_issue1;test/inductor/test_torchinductor.py::test_tmp_not_defined_issue3,data/multi_func_160/patches/pytorch_multi_full_0067_triton_bf8a5a11bebe/gpt__agentless__main__search-replace-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,constant_return_signal,torch/_inductor/codegen/triton.py,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,0.000,0.000,0.000,0.268,2,10,18.117,1950,1896,54,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/triton.py', 'torch/_inductor/utils.py']; add_seq=0.000; rem_seq=0.268; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=2; gold_lines=10; risks=['constant_return_signal']"
multi,pytorch_multi_full_0067_triton_bf8a5a11bebe,bf8a5a11bebe4e7a328b6add83b4e4708217cefc,f208795182a22ebaef84a284750669fa372157cb,Logic,gpt,aider,search-replace-short-known-location-editregion,main,gpt_aider_main_aider_openai_gpt4o_searchreplace_short_10000_remaining_from11_editregion,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,def:BlockPtrOptions.has_rmask;def:IndentedBuffer.__repr__;def:IndexingOptions.has_rmask;def:TritonCSEVariable.__repr__;def:TritonKernel.load,test/inductor/test_torchinductor.py::test_misaligned_address_issue1;test/inductor/test_torchinductor.py::test_tmp_not_defined_issue3,data/multi_func_160/patches/pytorch_multi_full_0067_triton_bf8a5a11bebe/gpt__aider__main__search-replace-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,constant_return_signal,torch/_inductor/codegen/triton.py,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,0.000,0.000,0.000,0.268,2,10,18.043,1873,1819,54,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/triton.py', 'torch/_inductor/utils.py']; add_seq=0.000; rem_seq=0.268; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=2; gold_lines=10; risks=['constant_return_signal']"
multi,pytorch_multi_full_0067_triton_bf8a5a11bebe,bf8a5a11bebe4e7a328b6add83b4e4708217cefc,f208795182a22ebaef84a284750669fa372157cb,Logic,gpt,autocoderover,original-patched-short-known-location-editregion,main,gpt_autocoderover_main_autocoderover_openai_gpt4o_acrpatch_short_10000_remaining_from11_editregion,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,def:BlockPtrOptions.has_rmask;def:IndentedBuffer.__repr__;def:IndexingOptions.has_rmask;def:TritonCSEVariable.__repr__;def:TritonKernel.load,test/inductor/test_torchinductor.py::test_misaligned_address_issue1;test/inductor/test_torchinductor.py::test_tmp_not_defined_issue3,data/multi_func_160/patches/pytorch_multi_full_0067_triton_bf8a5a11bebe/gpt__autocoderover__main__original-patched-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,constant_return_signal,torch/_inductor/codegen/triton.py,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,0.000,0.000,0.000,0.268,2,10,18.234,1901,1830,71,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/triton.py', 'torch/_inductor/utils.py']; add_seq=0.000; rem_seq=0.268; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=2; gold_lines=10; risks=['constant_return_signal']"
multi,pytorch_multi_full_0067_triton_bf8a5a11bebe,bf8a5a11bebe4e7a328b6add83b4e4708217cefc,f208795182a22ebaef84a284750669fa372157cb,Logic,gpt,swe,tool-call-short-known-location-editregion,main,gpt_swe_main_swe_openai_gpt4o_toolcall_short_10000_remaining_from11_editregion,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,def:BlockPtrOptions.has_rmask;def:IndentedBuffer.__repr__;def:IndexingOptions.has_rmask;def:TritonCSEVariable.__repr__;def:TritonKernel.load,test/inductor/test_torchinductor.py::test_misaligned_address_issue1;test/inductor/test_torchinductor.py::test_tmp_not_defined_issue3,data/multi_func_160/patches/pytorch_multi_full_0067_triton_bf8a5a11bebe/gpt__swe__main__tool-call-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,constant_return_signal,torch/_inductor/codegen/triton.py,torch/_inductor/codegen/triton.py;torch/_inductor/utils.py,0.000,0.000,0.000,0.268,2,10,17.984,1877,1815,62,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/codegen/triton.py']; gold_files=['torch/_inductor/codegen/triton.py', 'torch/_inductor/utils.py']; add_seq=0.000; rem_seq=0.268; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=2; gold_lines=10; risks=['constant_return_signal']"
multi,pytorch_multi_full_0055_output_graph_ecd74c953fe2,ecd74c953fe243a571bfc08b8180991622ed3bb5,1965a2ca1e927677999268afe6cdec9de393129d,Logic,deepseek,swe,tool-call-short-known-location-editregion,no_patch_retry_fill,deepseek_swe_no_patch_retry_fill_swe_toolcall_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_dynamo/output_graph.py;torch/_dynamo/variables/builder.py,def:OutputGraph.compile_subgraph;def:VariableBuilder.wrap_listlike,test/dynamo/test_repros.py::test_list_self_reference,data/multi_func_160/patches/pytorch_multi_full_0055_output_graph_ecd74c953fe2/deepseek__swe__no_patch_retry_fill__tool-call-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,,torch/_dynamo/output_graph.py,torch/_dynamo/output_graph.py;torch/_dynamo/variables/builder.py,0.000,0.039,0.000,0.390,11,10,14.021,3622,918,2704,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/output_graph.py']; gold_files=['torch/_dynamo/output_graph.py', 'torch/_dynamo/variables/builder.py']; add_seq=0.039; rem_seq=0.390; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=11; gold_lines=10; risks=[]"
multi,pytorch_multi_full_0058_output_graph_ecd74c953fe2,ecd74c953fe243a571bfc08b8180991622ed3bb5,1965a2ca1e927677999268afe6cdec9de393129d,Logic,deepseek,autocoderover,original-patched-short-known-location-editregion,no_patch_retry_fill,deepseek_autocoderover_no_patch_retry_fill_autocoderover_acrpatch_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_dynamo/output_graph.py;torch/_dynamo/variables/builder.py,def:OutputGraph.compile_subgraph;def:VariableBuilder.wrap_listlike,test/dynamo/test_repros.py::test_list_self_reference,data/multi_func_160/patches/pytorch_multi_full_0058_output_graph_ecd74c953fe2/deepseek__autocoderover__no_patch_retry_fill__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,,torch/_dynamo/output_graph.py,torch/_dynamo/output_graph.py;torch/_dynamo/variables/builder.py,0.000,0.021,1.000,1.000,8,10,9.831,9664,927,8737,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/output_graph.py']; gold_files=['torch/_dynamo/output_graph.py', 'torch/_dynamo/variables/builder.py']; add_seq=0.021; rem_seq=1.000; add_jaccard=0.000; rem_jaccard=1.000; patch_lines=8; gold_lines=10; risks=[]"
multi,pytorch_multi_full_0069_output_graph_ecd74c953fe2,ecd74c953fe243a571bfc08b8180991622ed3bb5,1965a2ca1e927677999268afe6cdec9de393129d,Logic,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,deepseek_agentless_no_patch_retry_fill_agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion,torch/_dynamo/output_graph.py;torch/_dynamo/variables/builder.py,def:OutputGraph.compile_subgraph;def:VariableBuilder.wrap_listlike,test/dynamo/test_repros.py::test_list_self_reference,data/multi_func_160/patches/pytorch_multi_full_0069_output_graph_ecd74c953fe2/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,,torch/_dynamo/output_graph.py,torch/_dynamo/output_graph.py;torch/_dynamo/variables/builder.py,0.000,0.036,1.000,1.000,15,10,10.048,10867,1007,9860,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/output_graph.py']; gold_files=['torch/_dynamo/output_graph.py', 'torch/_dynamo/variables/builder.py']; add_seq=0.036; rem_seq=1.000; add_jaccard=0.000; rem_jaccard=1.000; patch_lines=15; gold_lines=10; risks=[]"
multi,pytorch_multi_full_0069_output_graph_ecd74c953fe2,ecd74c953fe243a571bfc08b8180991622ed3bb5,1965a2ca1e927677999268afe6cdec9de393129d,Logic,gpt,autocoderover,original-patched-short-known-location-editregion,main,gpt_autocoderover_main_autocoderover_openai_gpt4o_acrpatch_short_10000_remaining_from11_editregion,torch/_dynamo/output_graph.py;torch/_dynamo/variables/builder.py,def:OutputGraph.compile_subgraph;def:VariableBuilder.wrap_listlike,test/dynamo/test_repros.py::test_list_self_reference,data/multi_func_160/patches/pytorch_multi_full_0069_output_graph_ecd74c953fe2/gpt__autocoderover__main__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,,torch/_dynamo/output_graph.py,torch/_dynamo/output_graph.py;torch/_dynamo/variables/builder.py,0.071,0.013,1.000,1.000,7,10,9.868,1018,858,160,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/output_graph.py']; gold_files=['torch/_dynamo/output_graph.py', 'torch/_dynamo/variables/builder.py']; add_seq=0.013; rem_seq=1.000; add_jaccard=0.071; rem_jaccard=1.000; patch_lines=7; gold_lines=10; risks=[]"
multi,pytorch_multi_full_0069_output_graph_ecd74c953fe2,ecd74c953fe243a571bfc08b8180991622ed3bb5,1965a2ca1e927677999268afe6cdec9de393129d,Logic,gpt,swe,tool-call-short-known-location-editregion,main,gpt_swe_main_swe_openai_gpt4o_toolcall_short_10000_remaining_from11_editregion,torch/_dynamo/output_graph.py;torch/_dynamo/variables/builder.py,def:OutputGraph.compile_subgraph;def:VariableBuilder.wrap_listlike,test/dynamo/test_repros.py::test_list_self_reference,data/multi_func_160/patches/pytorch_multi_full_0069_output_graph_ecd74c953fe2/gpt__swe__main__tool-call-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,,torch/_dynamo/output_graph.py,torch/_dynamo/output_graph.py;torch/_dynamo/variables/builder.py,0.000,0.037,1.000,1.000,2,10,9.99,963,843,120,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/output_graph.py']; gold_files=['torch/_dynamo/output_graph.py', 'torch/_dynamo/variables/builder.py']; add_seq=0.037; rem_seq=1.000; add_jaccard=0.000; rem_jaccard=1.000; patch_lines=2; gold_lines=10; risks=[]"
multi,pytorch_multi_full_0058_autotune_process_8afe40bc5eef,8afe40bc5eef19eee09fa02fe94bce76587c0639,add4702ebc84bcebb9423c71bebe7d8d918ef96e,Logic,deepseek,swe,tool-call-short-known-location-editregion,no_patch_retry_fill,deepseek_swe_no_patch_retry_fill_swe_toolcall_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_inductor/autotune_process.py;torch/_inductor/select_algorithm.py,def:TritonBenchmarkRequest.__init__;def:TritonBenchmarkRequest.make_run_fn;def:TritonBenchmarkRequest.make_run_fn.run_with_workspace;def:TritonTemplate.generate,test/inductor/test_max_autotune.py::test_max_autotune_addmm_tma_dynamic_outer_dim;test/inductor/test_max_autotune.py::test_max_autotune_regular_mm_tma_dynamic_outer_dim,data/multi_func_160/patches/pytorch_multi_full_0058_autotune_process_8afe40bc5eef/deepseek__swe__no_patch_retry_fill__tool-call-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_inductor/autotune_process.py,torch/_inductor/autotune_process.py;torch/_inductor/select_algorithm.py,0.000,0.009,0.000,0.000,1,42,21.919,7048,1994,5054,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/autotune_process.py']; gold_files=['torch/_inductor/autotune_process.py', 'torch/_inductor/select_algorithm.py']; add_seq=0.009; rem_seq=0.000; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=1; gold_lines=42; risks=[]"
multi,pytorch_multi_full_0072_autotune_process_8afe40bc5eef,8afe40bc5eef19eee09fa02fe94bce76587c0639,add4702ebc84bcebb9423c71bebe7d8d918ef96e,Logic,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,deepseek_agentless_no_patch_retry_fill_agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion,torch/_inductor/autotune_process.py;torch/_inductor/select_algorithm.py,def:TritonBenchmarkRequest.__init__;def:TritonBenchmarkRequest.make_run_fn;def:TritonBenchmarkRequest.make_run_fn.run_with_workspace;def:TritonTemplate.generate,test/inductor/test_max_autotune.py::test_max_autotune_addmm_tma_dynamic_outer_dim;test/inductor/test_max_autotune.py::test_max_autotune_regular_mm_tma_dynamic_outer_dim,data/multi_func_160/patches/pytorch_multi_full_0072_autotune_process_8afe40bc5eef/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_inductor/autotune_process.py,torch/_inductor/autotune_process.py;torch/_inductor/select_algorithm.py,0.000,0.009,0.000,0.000,1,42,15.338,9699,2083,7616,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/autotune_process.py']; gold_files=['torch/_inductor/autotune_process.py', 'torch/_inductor/select_algorithm.py']; add_seq=0.009; rem_seq=0.000; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=1; gold_lines=42; risks=[]"
multi,pytorch_multi_full_0072_autotune_process_8afe40bc5eef,8afe40bc5eef19eee09fa02fe94bce76587c0639,add4702ebc84bcebb9423c71bebe7d8d918ef96e,Logic,deepseek,aider,search-replace-short-known-location-editregion,main,deepseek_aider_main_aider_searchreplace_short_v4pro_3000_editregion,torch/_inductor/autotune_process.py;torch/_inductor/select_algorithm.py,def:TritonBenchmarkRequest.__init__;def:TritonBenchmarkRequest.make_run_fn;def:TritonBenchmarkRequest.make_run_fn.run_with_workspace;def:TritonTemplate.generate,test/inductor/test_max_autotune.py::test_max_autotune_addmm_tma_dynamic_outer_dim;test/inductor/test_max_autotune.py::test_max_autotune_regular_mm_tma_dynamic_outer_dim,data/multi_func_160/patches/pytorch_multi_full_0072_autotune_process_8afe40bc5eef/deepseek__aider__main__search-replace-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_inductor/autotune_process.py,torch/_inductor/autotune_process.py;torch/_inductor/select_algorithm.py,0.000,0.009,0.000,0.000,1,42,15.045,4020,1220,2800,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/autotune_process.py']; gold_files=['torch/_inductor/autotune_process.py', 'torch/_inductor/select_algorithm.py']; add_seq=0.009; rem_seq=0.000; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=1; gold_lines=42; risks=[]"
multi,pytorch_multi_full_0072_autotune_process_8afe40bc5eef,8afe40bc5eef19eee09fa02fe94bce76587c0639,add4702ebc84bcebb9423c71bebe7d8d918ef96e,Logic,gpt,agentless,search-replace-known-location-editregion,main,gpt_agentless_main_agentless_openai_gpt4o_searchreplace_10000_remaining_from11_editregion,torch/_inductor/autotune_process.py;torch/_inductor/select_algorithm.py,def:TritonBenchmarkRequest.__init__;def:TritonBenchmarkRequest.make_run_fn;def:TritonBenchmarkRequest.make_run_fn.run_with_workspace;def:TritonTemplate.generate,test/inductor/test_max_autotune.py::test_max_autotune_addmm_tma_dynamic_outer_dim;test/inductor/test_max_autotune.py::test_max_autotune_regular_mm_tma_dynamic_outer_dim,data/multi_func_160/patches/pytorch_multi_full_0072_autotune_process_8afe40bc5eef/gpt__agentless__main__search-replace-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_inductor/select_algorithm.py,torch/_inductor/autotune_process.py;torch/_inductor/select_algorithm.py,0.000,0.000,0.037,0.000,2,42,15.711,1990,1888,102,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/select_algorithm.py']; gold_files=['torch/_inductor/autotune_process.py', 'torch/_inductor/select_algorithm.py']; add_seq=0.000; rem_seq=0.000; add_jaccard=0.000; rem_jaccard=0.037; patch_lines=2; gold_lines=42; risks=[]"
multi,pytorch_multi_full_0072_autotune_process_8afe40bc5eef,8afe40bc5eef19eee09fa02fe94bce76587c0639,add4702ebc84bcebb9423c71bebe7d8d918ef96e,Logic,gpt,aider,search-replace-short-known-location-editregion,main,gpt_aider_main_aider_openai_gpt4o_searchreplace_short_10000_remaining_from11_editregion,torch/_inductor/autotune_process.py;torch/_inductor/select_algorithm.py,def:TritonBenchmarkRequest.__init__;def:TritonBenchmarkRequest.make_run_fn;def:TritonBenchmarkRequest.make_run_fn.run_with_workspace;def:TritonTemplate.generate,test/inductor/test_max_autotune.py::test_max_autotune_addmm_tma_dynamic_outer_dim;test/inductor/test_max_autotune.py::test_max_autotune_regular_mm_tma_dynamic_outer_dim,data/multi_func_160/patches/pytorch_multi_full_0072_autotune_process_8afe40bc5eef/gpt__aider__main__search-replace-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_inductor/autotune_process.py;torch/_inductor/select_algorithm.py,torch/_inductor/autotune_process.py;torch/_inductor/select_algorithm.py,0.000,0.047,0.036,0.036,4,42,15.345,1909,1811,98,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/autotune_process.py', 'torch/_inductor/select_algorithm.py']; gold_files=['torch/_inductor/autotune_process.py', 'torch/_inductor/select_algorithm.py']; add_seq=0.047; rem_seq=0.036; add_jaccard=0.000; rem_jaccard=0.036; patch_lines=4; gold_lines=42; risks=['many_numeric_literals']"
