dataset,instance_id,commit_id,parent_sha,bug_category,model,agent,strategy,run_role,method,source_files,bug_reveal_tests,patch_path,test_status,semantic_success,semantic_confidence,semantic_reason,risk_signals,patch_files,gold_files,add_jaccard,add_seq_ratio,remove_jaccard,remove_seq_ratio,patch_changed_lines,gold_changed_lines,elapsed_seconds,total_tokens,prompt_tokens,completion_tokens,manual_review_note,manual_review_changed,bug_fix_verdict,confirmed_bug_fix_for_rate,bug_fix_evidence,final_manual_review,previous_bug_fix_verdict
single,pytorch_single_full_0038__jit_internal_3f23ad5bce75,3f23ad5bce75539a23e8d462b4339e75a6171095,1321f2bfe6a100cb327e20a9d285bd51b650231a,API,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,agentless_deepseek_v4pro_6000_retry,torch/_jit_internal.py,test/jit/test_tracer.py::test_trace_with_conditional_property,data/single_func_180/patches/pytorch_single_full_0038__jit_internal_3f23ad5bce75/deepseek__agentless__no_patch_retry_fill__search-replace-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/_jit_internal.py,torch/_jit_internal.py,0.000,0.234,0.250,0.347,2,9,7.778,2924,718,2206,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Avoids unsafe attribute lookup during export detection; this fixes the underlying module attribute access problem.,confirmed_from_plausible_manual_review,plausible_needs_review
single,pytorch_single_full_0050_solve_4f45a052ade1,4f45a052ade1a20d300016ef5a001bff6c908ec2,09cf163ae307a8aa714392b232fb8166cd2cc197,Numeric,deepseek,autocoderover,original-patched-known-location,main,autocoderover_deepseek_v4pro_3000,torch/utils/_sympy/solve.py,test/dynamo/test_misc.py::test_dynamic_shapes_as_strided,data/single_func_180/patches/pytorch_single_full_0050_solve_4f45a052ade1/deepseek__autocoderover__main__original-patched-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/utils/_sympy/solve.py,torch/utils/_sympy/solve.py,0.000,0.609,1.000,1.000,3,5,11.3,3770,1524,2246,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0050_solve_4f45a052ade1,4f45a052ade1a20d300016ef5a001bff6c908ec2,09cf163ae307a8aa714392b232fb8166cd2cc197,Numeric,deepseek,aider,search-replace-known-location,no_patch_retry_fill,aider_deepseek_v4pro_10000_retry,torch/utils/_sympy/solve.py,test/dynamo/test_misc.py::test_dynamic_shapes_as_strided,data/single_func_180/patches/pytorch_single_full_0050_solve_4f45a052ade1/deepseek__aider__no_patch_retry_fill__search-replace-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/utils/_sympy/solve.py,torch/utils/_sympy/solve.py,0.000,0.626,1.000,1.000,2,5,11.176,4607,1566,3041,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Manual grouped review: patch passes the bug-revealing test, changes the target production source, and its minimal logic is sufficient for the observed bug mechanism.",confirmed_from_plausible_manual_review,plausible_needs_review
single,pytorch_single_full_0056_dicts_d74ea7edbbab,d74ea7edbbab5069b1b6a27b06e8c2d7bf063e9c,edfd15bdf3aac342cee4ff06f015cb0ef443346a,Logic,deepseek,autocoderover,original-patched-known-location,main,autocoderover_deepseek_v4pro_3000,torch/_dynamo/variables/dicts.py,test/dynamo/test_functions.py::test_frozenset_reconstruction2,data/single_func_180/patches/pytorch_single_full_0056_dicts_d74ea7edbbab/deepseek__autocoderover__main__original-patched-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_dynamo/variables/dicts.py,torch/_dynamo/variables/dicts.py,0.200,0.883,1.000,1.000,8,9,25.821,3476,1329,2147,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0059__trace_649ceda8a5c6,649ceda8a5c62e4b07061fefda03613018e92400,2aadcea05c3c57eaf87cd90e018c1ee0379e7e88,API,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,agentless_deepseek_v4pro_6000_retry,torch/export/_trace.py,test/export/test_export.py::test_namedtuple_input_export,data/single_func_180/patches/pytorch_single_full_0059__trace_649ceda8a5c6/deepseek__agentless__no_patch_retry_fill__search-replace-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/export/_trace.py,torch/export/_trace.py,0.333,0.590,1.000,1.000,4,3,26.412,4131,1392,2739,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0059__trace_649ceda8a5c6,649ceda8a5c62e4b07061fefda03613018e92400,2aadcea05c3c57eaf87cd90e018c1ee0379e7e88,API,deepseek,aider,search-replace-known-location,no_patch_retry_fill,aider_deepseek_v4pro_10000_retry,torch/export/_trace.py,test/export/test_export.py::test_namedtuple_input_export,data/single_func_180/patches/pytorch_single_full_0059__trace_649ceda8a5c6/deepseek__aider__no_patch_retry_fill__search-replace-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/export/_trace.py,torch/export/_trace.py,0.333,0.615,1.000,1.000,2,3,17.118,4366,1313,3053,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Manual grouped review: patch passes the bug-revealing test, changes the target production source, and its minimal logic is sufficient for the observed bug mechanism.",confirmed_from_plausible_manual_review,plausible_needs_review
single,pytorch_single_full_0060_nn_module_3daef4d12887,3daef4d128879d1f6bad55d33d0396e94f19981b,cb4b29b754bb76fed5464fb51413bf9c023e124f,API,gpt,agentless,search-replace-known-location,main,agentless_openai_gpt4o_10000,torch/_dynamo/variables/nn_module.py,test/dynamo/test_modules.py::test_trace_delattr,data/single_func_180/patches/pytorch_single_full_0060_nn_module_3daef4d12887/gpt__agentless__main__search-replace-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/_dynamo/variables/nn_module.py,torch/_dynamo/variables/nn_module.py,0.000,0.084,0.250,0.585,2,13,22.474,1872,1810,62,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Manual grouped review: patch passes the bug-revealing test, changes the target production source, and its minimal logic is sufficient for the observed bug mechanism.",confirmed_from_plausible_manual_review,plausible_needs_review
single,pytorch_single_full_0060_nn_module_3daef4d12887,3daef4d128879d1f6bad55d33d0396e94f19981b,cb4b29b754bb76fed5464fb51413bf9c023e124f,API,gpt,swe,tool-call-known-location,main,swe_openai_gpt4o_10000_remaining,torch/_dynamo/variables/nn_module.py,test/dynamo/test_modules.py::test_trace_delattr,data/single_func_180/patches/pytorch_single_full_0060_nn_module_3daef4d12887/gpt__swe__main__tool-call-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/_dynamo/variables/nn_module.py,torch/_dynamo/variables/nn_module.py,0.000,0.084,0.250,0.585,3,13,17.009,1892,1818,74,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0060_nn_module_3daef4d12887,3daef4d128879d1f6bad55d33d0396e94f19981b,cb4b29b754bb76fed5464fb51413bf9c023e124f,API,gpt,aider,search-replace-known-location,main,aider_openai_gpt4o_10000,torch/_dynamo/variables/nn_module.py,test/dynamo/test_modules.py::test_trace_delattr,data/single_func_180/patches/pytorch_single_full_0060_nn_module_3daef4d12887/gpt__aider__main__search-replace-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/_dynamo/variables/nn_module.py,torch/_dynamo/variables/nn_module.py,0.000,0.084,0.250,0.585,2,13,16.737,1872,1810,62,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Manual grouped review: patch passes the bug-revealing test, changes the target production source, and its minimal logic is sufficient for the observed bug mechanism.",confirmed_from_plausible_manual_review,plausible_needs_review
single,pytorch_single_full_0061_codecache_fa63de086671,fa63de086671742e19017dafe57d581b07813672,450180fbcdaa75243222c2e6f450f4d7cdcdd5be,Logic,deepseek,autocoderover,original-patched-known-location,main,autocoderover_deepseek_v4pro_3000,torch/_inductor/codecache.py,test/inductor/test_codecache.py::test_linemaps_empty,data/single_func_180/patches/pytorch_single_full_0061_codecache_fa63de086671/deepseek__autocoderover__main__original-patched-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/_inductor/codecache.py,torch/_inductor/codecache.py,0.000,0.440,0.000,0.000,3,2,30.582,2620,1576,1044,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0061_codecache_fa63de086671,fa63de086671742e19017dafe57d581b07813672,450180fbcdaa75243222c2e6f450f4d7cdcdd5be,Logic,gpt,agentless,search-replace-known-location,main,agentless_openai_gpt4o_10000,torch/_inductor/codecache.py,test/inductor/test_codecache.py::test_linemaps_empty,data/single_func_180/patches/pytorch_single_full_0061_codecache_fa63de086671/gpt__agentless__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,simple_constant_return,torch/_inductor/codecache.py,torch/_inductor/codecache.py,0.333,0.854,1.000,1.000,2,2,15.506,1433,1382,51,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0061_codecache_fa63de086671,fa63de086671742e19017dafe57d581b07813672,450180fbcdaa75243222c2e6f450f4d7cdcdd5be,Logic,gpt,swe,tool-call-known-location,main,swe_openai_gpt4o_10000_remaining,torch/_inductor/codecache.py,test/inductor/test_codecache.py::test_linemaps_empty,data/single_func_180/patches/pytorch_single_full_0061_codecache_fa63de086671/gpt__swe__main__tool-call-known-location.diff,pass,success,high,high_similarity_to_human_patch,simple_constant_return,torch/_inductor/codecache.py,torch/_inductor/codecache.py,0.333,0.854,1.000,1.000,3,2,15.567,1453,1390,63,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0061_codecache_fa63de086671,fa63de086671742e19017dafe57d581b07813672,450180fbcdaa75243222c2e6f450f4d7cdcdd5be,Logic,gpt,aider,search-replace-known-location,main,aider_openai_gpt4o_10000,torch/_inductor/codecache.py,test/inductor/test_codecache.py::test_linemaps_empty,data/single_func_180/patches/pytorch_single_full_0061_codecache_fa63de086671/gpt__aider__main__search-replace-known-location.diff,pass,success,high,manual_second_pass_empty_linemap_guard_matches_bug_intent,simple_constant_return,torch/_inductor/codecache.py,torch/_inductor/codecache.py,0.250,0.393,0.000,0.000,4,2,15.657,1435,1382,53,Adds an explicit empty-linemap guard and unpacks the stored list safely; this fixes the observed crash rather than hard-coding the test.,True,confirmed_bug_fix,True,"Manual second-pass review confirms the patch addresses the original bug mechanism, not only the visible test.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0055_package_exporter_5f010c066fcb,5f010c066fcb6964285ee4b881b1c211376ef811,5a45103139b52917703630b4f055df056d6f6260,API,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,agentless_deepseek_v4pro_6000_retry,torch/package/package_exporter.py,test/package/test_save_load.py::test_saving_source,data/single_func_180/patches/pytorch_single_full_0055_package_exporter_5f010c066fcb/deepseek__agentless__no_patch_retry_fill__search-replace-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/package/package_exporter.py,torch/package/package_exporter.py,0.018,0.031,1.000,1.000,20,54,9.554,4435,1604,2831,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0087_importer_162e1003c910,162e1003c910c5a880686250266920e873bc7af2,6ee333cdb53d600377f6aa9992123253f2fa5132,API,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,agentless_deepseek_v4pro_6000_retry,torch/package/importer.py,test/package/test_importer.py::test_ordered_importer_whichmodule,data/single_func_180/patches/pytorch_single_full_0087_importer_162e1003c910/deepseek__agentless__no_patch_retry_fill__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/package/importer.py,torch/package/importer.py,0.200,0.875,1.000,1.000,7,8,6.473,3317,981,2336,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0087_importer_162e1003c910,162e1003c910c5a880686250266920e873bc7af2,6ee333cdb53d600377f6aa9992123253f2fa5132,API,deepseek,aider,search-replace-known-location,no_patch_retry_fill,aider_deepseek_v4pro_10000_retry,torch/package/importer.py,test/package/test_importer.py::test_ordered_importer_whichmodule,data/single_func_180/patches/pytorch_single_full_0087_importer_162e1003c910/deepseek__aider__no_patch_retry_fill__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/package/importer.py,torch/package/importer.py,0.333,0.897,1.000,1.000,7,8,6.161,3286,902,2384,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0082_standalone_compile_58310a0043b9,58310a0043b96f4d94838305c4c7cc7880a4fe82,ac715e96b49de98bd9e50fa627628776ffb75bce,Logic,deepseek,autocoderover,original-patched-known-location,main,autocoderover_deepseek_v4pro_3000,torch/_inductor/standalone_compile.py,test/inductor/test_codecache.py::test_basic,data/single_func_180/patches/pytorch_single_full_0082_standalone_compile_58310a0043b9/deepseek__autocoderover__main__original-patched-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_inductor/standalone_compile.py,torch/_inductor/standalone_compile.py,1.000,1.000,1.000,1.000,3,2,32.172,2521,1808,713,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0082_standalone_compile_58310a0043b9,58310a0043b96f4d94838305c4c7cc7880a4fe82,ac715e96b49de98bd9e50fa627628776ffb75bce,Logic,gpt,agentless,search-replace-known-location,main,agentless_openai_gpt4o_10000,torch/_inductor/standalone_compile.py,test/inductor/test_codecache.py::test_basic,data/single_func_180/patches/pytorch_single_full_0082_standalone_compile_58310a0043b9/gpt__agentless__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_inductor/standalone_compile.py,torch/_inductor/standalone_compile.py,1.000,1.000,1.000,1.000,2,2,22.039,1653,1615,38,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0082_standalone_compile_58310a0043b9,58310a0043b96f4d94838305c4c7cc7880a4fe82,ac715e96b49de98bd9e50fa627628776ffb75bce,Logic,gpt,swe,tool-call-known-location,main,swe_openai_gpt4o_10000_remaining,torch/_inductor/standalone_compile.py,test/inductor/test_codecache.py::test_basic,data/single_func_180/patches/pytorch_single_full_0082_standalone_compile_58310a0043b9/gpt__swe__main__tool-call-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_inductor/standalone_compile.py,torch/_inductor/standalone_compile.py,1.000,1.000,1.000,1.000,3,2,21.885,1671,1623,48,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0082_standalone_compile_58310a0043b9,58310a0043b96f4d94838305c4c7cc7880a4fe82,ac715e96b49de98bd9e50fa627628776ffb75bce,Logic,gpt,aider,search-replace-known-location,main,aider_openai_gpt4o_10000,torch/_inductor/standalone_compile.py,test/inductor/test_codecache.py::test_basic,data/single_func_180/patches/pytorch_single_full_0082_standalone_compile_58310a0043b9/gpt__aider__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_inductor/standalone_compile.py,torch/_inductor/standalone_compile.py,1.000,1.000,1.000,1.000,2,2,21.986,1653,1615,38,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0091_symbolic_shapes_b43432207591,b434322075912942451a410d1e749784c96dda4d,c2a202169d7f9bd4603c8b86dce9a26b1788b619,Type,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,agentless_deepseek_v4pro_6000_retry,torch/fx/experimental/symbolic_shapes.py,test/test_dynamic_shapes.py::test_has_free_symbols,data/single_func_180/patches/pytorch_single_full_0091_symbolic_shapes_b43432207591/deepseek__agentless__no_patch_retry_fill__search-replace-known-location.diff,pass,success,medium,manual_second_pass_free_symbol_detection_is_semantically_plausible,simple_constant_return,torch/fx/experimental/symbolic_shapes.py,torch/fx/experimental/symbolic_shapes.py,0.000,0.381,1.000,1.000,5,2,15.572,2284,886,1398,Checks actual free_symbols instead of only numeric-ness; the behavior is aligned with the bug intent although not identical to the human patch.,True,confirmed_bug_fix,True,"Manual second-pass review confirms the patch addresses the original bug mechanism, not only the visible test.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0091_symbolic_shapes_b43432207591,b434322075912942451a410d1e749784c96dda4d,c2a202169d7f9bd4603c8b86dce9a26b1788b619,Type,deepseek,aider,search-replace-known-location,no_patch_retry_fill,aider_deepseek_v4pro_10000_retry,torch/fx/experimental/symbolic_shapes.py,test/test_dynamic_shapes.py::test_has_free_symbols,data/single_func_180/patches/pytorch_single_full_0091_symbolic_shapes_b43432207591/deepseek__aider__no_patch_retry_fill__search-replace-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/fx/experimental/symbolic_shapes.py,torch/fx/experimental/symbolic_shapes.py,0.000,0.713,1.000,1.000,2,2,10.068,2398,807,1591,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Manual grouped review: patch passes the bug-revealing test, changes the target production source, and its minimal logic is sufficient for the observed bug mechanism.",confirmed_from_plausible_manual_review,plausible_needs_review
single,pytorch_single_full_0091_symbolic_shapes_b43432207591,b434322075912942451a410d1e749784c96dda4d,c2a202169d7f9bd4603c8b86dce9a26b1788b619,Type,gpt,agentless,search-replace-known-location,main,agentless_openai_gpt4o_10000,torch/fx/experimental/symbolic_shapes.py,test/test_dynamic_shapes.py::test_has_free_symbols,data/single_func_180/patches/pytorch_single_full_0091_symbolic_shapes_b43432207591/gpt__agentless__main__search-replace-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/fx/experimental/symbolic_shapes.py,torch/fx/experimental/symbolic_shapes.py,0.000,0.713,1.000,1.000,2,2,10.022,851,801,50,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Manual grouped review: patch passes the bug-revealing test, changes the target production source, and its minimal logic is sufficient for the observed bug mechanism.",confirmed_from_plausible_manual_review,plausible_needs_review
single,pytorch_single_full_0091_symbolic_shapes_b43432207591,b434322075912942451a410d1e749784c96dda4d,c2a202169d7f9bd4603c8b86dce9a26b1788b619,Type,gpt,swe,tool-call-known-location,main,swe_openai_gpt4o_10000_remaining,torch/fx/experimental/symbolic_shapes.py,test/test_dynamic_shapes.py::test_has_free_symbols,data/single_func_180/patches/pytorch_single_full_0091_symbolic_shapes_b43432207591/gpt__swe__main__tool-call-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/fx/experimental/symbolic_shapes.py,torch/fx/experimental/symbolic_shapes.py,0.000,0.713,1.000,1.000,3,2,10.236,869,809,60,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0091_symbolic_shapes_b43432207591,b434322075912942451a410d1e749784c96dda4d,c2a202169d7f9bd4603c8b86dce9a26b1788b619,Type,gpt,aider,search-replace-known-location,main,aider_openai_gpt4o_10000,torch/fx/experimental/symbolic_shapes.py,test/test_dynamic_shapes.py::test_has_free_symbols,data/single_func_180/patches/pytorch_single_full_0091_symbolic_shapes_b43432207591/gpt__aider__main__search-replace-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/fx/experimental/symbolic_shapes.py,torch/fx/experimental/symbolic_shapes.py,0.000,0.713,1.000,1.000,2,2,9.862,851,801,50,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Manual grouped review: patch passes the bug-revealing test, changes the target production source, and its minimal logic is sufficient for the observed bug mechanism.",confirmed_from_plausible_manual_review,plausible_needs_review
single,pytorch_single_full_0029_autograd_function_3067523e20ee,3067523e20ee2e4131ded406cf0fd6b05629de68,e5d5453541f6cb4fc30752a5a05ea84249a3feb6,API,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch,torch/_functorch/autograd_function.py,test/dynamo/test_autograd_function.py::test_new_style_autograd_function_with_grad_compiled;test/dynamo/test_autograd_function.py::test_old_style_autograd_function_with_grad_compiled,data/single_func_180/patches/pytorch_single_full_0029_autograd_function_3067523e20ee/deepseek__autocoderover__no_patch_retry_fill__original-patched-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_functorch/autograd_function.py,torch/_functorch/autograd_function.py,0.333,0.900,1.000,1.000,9,9,20.205,9162,1782,7380,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0082_standalone_compile_58310a0043b9,58310a0043b96f4d94838305c4c7cc7880a4fe82,ac715e96b49de98bd9e50fa627628776ffb75bce,Logic,deepseek,aider,search-replace-known-location,main,aider_repair_only_v4pro_searchreplace_3000,torch/_inductor/standalone_compile.py,test/inductor/test_codecache.py::test_basic,data/single_func_180/patches/pytorch_single_full_0082_standalone_compile_58310a0043b9/deepseek__aider__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_inductor/standalone_compile.py,torch/_inductor/standalone_compile.py,1.000,1.000,1.000,1.000,2,2,26.698,2773,1782,991,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0082_standalone_compile_58310a0043b9,58310a0043b96f4d94838305c4c7cc7880a4fe82,ac715e96b49de98bd9e50fa627628776ffb75bce,Logic,deepseek,agentless,search-replace-known-location,main,known_location_direct_v4_pro_searchreplace_3000,torch/_inductor/standalone_compile.py,test/inductor/test_codecache.py::test_basic,data/single_func_180/patches/pytorch_single_full_0082_standalone_compile_58310a0043b9/deepseek__agentless__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_inductor/standalone_compile.py,torch/_inductor/standalone_compile.py,1.000,1.000,1.000,1.000,2,2,23.155,2364,1782,582,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0082_standalone_compile_58310a0043b9,58310a0043b96f4d94838305c4c7cc7880a4fe82,ac715e96b49de98bd9e50fa627628776ffb75bce,Logic,deepseek,swe,tool-call-known-location,main,swe_repair_only_v4pro_toolcall_3000,torch/_inductor/standalone_compile.py,test/inductor/test_codecache.py::test_basic,data/single_func_180/patches/pytorch_single_full_0082_standalone_compile_58310a0043b9/deepseek__swe__main__tool-call-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_inductor/standalone_compile.py,torch/_inductor/standalone_compile.py,1.000,1.000,1.000,1.000,3,2,23.031,2202,1807,395,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0082_standalone_compile_58310a0043b9,58310a0043b96f4d94838305c4c7cc7880a4fe82,ac715e96b49de98bd9e50fa627628776ffb75bce,Logic,gpt,autocoderover,original-patched-known-location,main,autocoderover_openai_gpt4o_acrpatch_10000_remaining_from11,torch/_inductor/standalone_compile.py,test/inductor/test_codecache.py::test_basic,data/single_func_180/patches/pytorch_single_full_0082_standalone_compile_58310a0043b9/gpt__autocoderover__main__original-patched-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_inductor/standalone_compile.py,torch/_inductor/standalone_compile.py,1.000,1.000,1.000,1.000,3,2,22.987,1684,1633,51,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0091_symbolic_shapes_b43432207591,b434322075912942451a410d1e749784c96dda4d,c2a202169d7f9bd4603c8b86dce9a26b1788b619,Type,deepseek,autocoderover,original-patched-known-location,no_patch_retry_fill,autocoderover_repair_only_v4pro_acrpatch_10000_retry_nopatch,torch/fx/experimental/symbolic_shapes.py,test/test_dynamic_shapes.py::test_has_free_symbols,data/single_func_180/patches/pytorch_single_full_0091_symbolic_shapes_b43432207591/deepseek__autocoderover__no_patch_retry_fill__original-patched-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/fx/experimental/symbolic_shapes.py,torch/fx/experimental/symbolic_shapes.py,0.000,0.442,1.000,1.000,3,2,13.21,3981,891,3090,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0091_symbolic_shapes_b43432207591,b434322075912942451a410d1e749784c96dda4d,c2a202169d7f9bd4603c8b86dce9a26b1788b619,Type,gpt,autocoderover,original-patched-known-location,main,autocoderover_openai_gpt4o_acrpatch_10000_remaining_from11,torch/fx/experimental/symbolic_shapes.py,test/test_dynamic_shapes.py::test_has_free_symbols,data/single_func_180/patches/pytorch_single_full_0091_symbolic_shapes_b43432207591/gpt__autocoderover__main__original-patched-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/fx/experimental/symbolic_shapes.py,torch/fx/experimental/symbolic_shapes.py,0.000,0.713,1.000,1.000,3,2,10.555,884,819,65,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
